ID	S002_FU3	S002_FU4	S002_FU5	S013_FU1	S013_FU2	S013_FU3	S017_BL	S017_FU1	S017_FU2	S020_NTS1	S020_FU4	S020_FU5	S029_BL	S029_FU1	S029_FU2	S007_BL	S007_FU1	S007_FU2	S007_NTS1	S007_FU3	S007_FU5	S008_FU1	S008_FU2	S008_FU3	S009_BL	S009_FU1	S009_FU2	S009_FU3	S009_FU4	S019_BL	S019_FU1	S019_FU2	S019_FU3	S019_FU4
cg10248878	0.239637873	0.232967453	0.224745802	0.067474796	0.161873032	0.089151686	0.042869148	0.10094015	0.069888574	0.100606051	0.054171625	0.071520541	0.142046107	0.16314353	0.078879819	0.187412229	0.165959659	0.129764939	0.193525256	0.083234913	0.107884319	0.198792965	0.357767985	0.199641846	0.078089119	0.176350599	0.135503902	0.07563529	0.218941482	0.260142497	0.164340882	0.215292568	0.369349924	0.353376218
cg10250660	0.762050495	0.702174592	0.683018043	0.65173293	0.564338318	0.555730776	0.833924445	0.788578047	0.769480262	0.7328866	0.750840569	0.791424325	0.691007956	0.661368805	0.758366815	0.647064181	0.592058662	0.499747347	0.487265535	0.55670897	0.513519219	0.707688654	0.751012292	0.717387899	0.763375393	0.800091905	0.719286569	0.813030635	0.686728855	0.613619689	0.66225058	0.658438329	0.518743403	0.525789488
cg10251229	0.368994966	0.464601781	0.485362469	0.414420891	0.625649653	0.134983032	0.184083886	0.401712404	0.305355287	0.471059964	0.321899487	0.38393691	0.436082048	0.12946551	0.364597456	0.500427443	0.596865462	0.573999787	0.689216865	0.324251894	0.363062416	0.507949672	0.600235903	0.470398383	0.240008293	0.279767747	0.500658297	0.367846321	0.437800434	0.681948703	0.573176532	0.532144593	0.676257365	0.756454292
cg10257049	0.28287124	0.410733836	0.369963764	0.255308562	0.582006877	0.269022988	0.177456771	0.113945207	0.191846104	0.401101104	0.132839746	0.193964416	0.374817668	0.306007646	0.276589013	0.478664787	0.494622277	0.356144713	0.576601672	0.193448519	0.197061753	0.464350778	0.606320283	0.365809718	0.097219929	0.189629789	0.302190824	0.234564305	0.337737472	0.515732499	0.426558703	0.259906344	0.604839267	0.732848536
cg10264012	0.132780669	0.163912539	0.121053388	0.059226018	0.130296006	0.051750867	0.036254842	0.057320517	0.04827597	0.075504452	0.02974217	0.058537745	0.097823017	0.110388263	0.126312629	0.11401382	0.041851588	0.106087959	0.169280523	0.088510187	0.055314281	0.356942949	0.477720797	0.259936204	0.034605414	0.052541942	0.097123769	0.07564381	0.22078434	0.386579555	0.129861346	0.209198848	0.467968102	0.424497493
cg10266490	0.152179841	0.303277872	0.22962644	0.074525746	0.426657935	0.138372139	0.047419868	0.096492646	0.081785463	0.098707321	0.079596929	0.123505731	0.217794965	0.228159265	0.163880184	0.338815966	0.222544179	0.252703661	0.29769283	0.099538554	0.116628051	0.340324539	0.317891629	0.093606557	0.097645764	0.067713709	0.124727735	0.074506789	0.125725627	0.328370148	0.260676939	0.187692727	0.37957963	0.380985969
cg10269365	0.244769482	0.227387256	0.221220524	0.101107095	0.3028354	0.153455329	0.331336111	0.363244029	0.316668831	0.137278627	0.1264259	0.23131793	0.245351002	0.169780648	0.196277223	0.244242597	0.11400166	0.233415678	0.295591204	0.162979921	0.134449286	0.531045868	0.547305532	0.437020212	0.18630499	0.084891501	0.181870859	0.181159708	0.266863529	0.41854573	0.257415341	0.291811296	0.527369571	0.535126543
cg10279204	0.87929607	0.896170989	0.918625557	0.926009699	0.910541744	0.876963395	0.931727895	0.90356888	0.921475436	0.934532879	0.919875487	0.916909932	0.919235047	0.905907485	0.895390088	0.875316189	0.839508281	0.916210502	0.868367297	0.927610805	0.907816714	0.904230439	0.879265664	0.852114652	0.910636861	0.932510637	0.890862325	0.810051808	0.903084133	0.897622451	0.924792594	0.907893004	0.876430052	0.841475266
cg10305789	0.036459925	0.039321793	0.038121502	0.019517788	0.024884989	0.025409456	0.019446313	0.022274254	0.023059839	0.032447575	0.026897711	0.024704697	0.027928856	0.02471352	0.036807752	0.013926428	0.022681634	0.021838634	0.01897875	0.029435911	0.029112327	0.302411942	0.375581734	0.102229047	0.026052046	0.037977906	0.028740609	0.024916513	0.051803357	0.391649361	0.017915475	0.348115207	0.593811541	0.546786956
cg10313047	0.277943021	0.325659184	0.228459947	0.443899252	0.519965544	0.58217951	0.166716239	0.05592439	0.157116076	0.429703007	0.273889974	0.464484083	0.564997004	0.525982007	0.490453263	0.090339971	0.087008151	0.218505176	0.216730086	0.111949192	0.073577531	0.583054923	0.670345878	0.586164013	0.483005349	0.446268133	0.534050722	0.402286526	0.503371282	0.493340853	0.391575298	0.41147454	0.658643371	0.619961567
cg10316474	0.082465093	0.076852103	0.084049896	0.126478209	0.051403634	0.108347935	0.055363149	0.146363907	0.083513755	0.081894451	0.22640924	0.075819351	0.041609545	0.18225465	0.102345048	0.186762267	0.201724863	0.030269379	0.047647977	0.084232591	0.07487719	0.151959651	0.198588423	0.167849332	0.033228568	0.063024748	0.077291909	0.127686954	0.088598995	0.097374489	0.065559382	0.0784637	0.253312991	0.234828749
cg10316525	0.859193373	0.859901613	0.852057641	0.874568177	0.889539141	0.921659939	0.882920248	0.840898888	0.893106754	0.904982431	0.866400482	0.866372036	0.88632027	0.894640289	0.883104653	0.879689706	0.840798269	0.859054411	0.88935643	0.865806527	0.866470229	0.885509614	0.918269335	0.875865322	0.863215456	0.910504935	0.86690355	0.878793805	0.892110485	0.898336853	0.895503714	0.894088462	0.865719531	0.889643501
cg10319905	0.690930449	0.747346894	0.755943614	0.443953237	0.680544882	0.593639283	0.777906383	0.646947579	0.76230646	0.760645275	0.743921723	0.652601748	0.795416988	0.46841351	0.724962613	0.758097783	0.526750413	0.754344914	0.756443234	0.628311615	0.66679793	0.707853468	0.44261733	0.596935329	0.779036866	0.768490688	0.743571575	0.644554201	0.720151154	0.511341399	0.762844178	0.655546892	0.408098385	0.311355384
cg10321156	0.243582017	0.303776853	0.209998251	0.046946902	0.367610037	0.038126061	0.045375713	0.058016267	0.09222089	0.155467139	0.166493341	0.285371572	0.340815468	0.220899547	0.245931791	0.215299413	0.063323475	0.295999031	0.384509911	0.10404542	0.069889277	0.5884459	0.605588748	0.484562059	0.228137843	0.167848276	0.207846802	0.092319711	0.26522147	0.273039589	0.344207349	0.224368533	0.400220329	0.407933887
cg10328171	0.19823661	0.172764486	0.261490683	0.251563222	0.344923424	0.187440282	0.223430059	0.250155396	0.286421683	0.266012917	0.259713788	0.231333524	0.17544341	0.257503218	0.251779144	0.320781129	0.293697453	0.232715743	0.353434397	0.238376281	0.232397439	0.24081285	0.335790761	0.321429812	0.09688313	0.219287481	0.240001813	0.181518239	0.216914345	0.191033477	0.303363133	0.227000431	0.271249873	0.262100657
cg10330955	0.905481445	0.883268414	0.91808413	0.911772629	0.899045585	0.884893536	0.886179373	0.907736991	0.894762456	0.908234695	0.899029167	0.885067497	0.889380397	0.876070784	0.902519659	0.895371307	0.908934667	0.922137292	0.917280945	0.904376095	0.905458935	0.806305597	0.786883417	0.867805093	0.897045725	0.900014232	0.903884826	0.904268267	0.881040263	0.826346419	0.913166931	0.866872108	0.701212147	0.776292065
cg10347418	0.873369842	0.860669484	0.89459355	0.905690916	0.904308013	0.882471375	0.882034131	0.914621741	0.878281167	0.896028349	0.859019847	0.901599695	0.898241879	0.908650548	0.877457875	0.864785973	0.91545093	0.915372491	0.893213346	0.900657758	0.897313869	0.889386672	0.85203243	0.821295718	0.92139542	0.922988721	0.885594881	0.895235902	0.830905966	0.693104127	0.875728373	0.78970299	0.680277047	0.650798576
cg10351914	0.222288546	0.246066216	0.273422092	0.239377535	0.379076099	0.126195408	0.144512672	0.221352945	0.193857043	0.305134579	0.277018901	0.212677403	0.266838533	0.239995399	0.249727018	0.218397388	0.371979201	0.297942737	0.447403791	0.201088543	0.237234548	0.411808697	0.534298598	0.277445411	0.098752204	0.272450539	0.204386956	0.262623928	0.270622985	0.384527891	0.322053228	0.317972352	0.528587089	0.520387877
cg10357657	0.046580287	0.072213872	0.04301494	0.03646975	0.038887653	0.024127613	0.032448851	0.023950583	0.024815475	0.046248818	0.030784054	0.02799122	0.034062603	0.039508245	0.077772872	0.036593924	0.067886633	0.037834249	0.033385498	0.02763012	0.028307893	0.264005609	0.338695992	0.186956125	0.030794115	0.041862938	0.042982475	0.031234916	0.117863497	0.233665805	0.039387275	0.150941188	0.269982759	0.225316251
cg10362172	0.070672836	0.062774462	0.051101638	0.103575572	0.066846635	0.046666056	0.042231837	0.080821136	0.043261466	0.055477354	0.04074895	0.05729499	0.048887415	0.140789498	0.098152847	0.031246402	0.051858774	0.086669391	0.121887854	0.061624616	0.07333759	0.33850681	0.399311183	0.271834361	0.049785167	0.034587763	0.144772314	0.063709024	0.253233193	0.408247459	0.077594474	0.373794773	0.534836295	0.501531779
cg10369653	0.699682841	0.691619813	0.703478472	0.844268408	0.594026083	0.795226205	0.767071186	0.708093287	0.83444004	0.721467512	0.714755182	0.670636653	0.692114386	0.77485648	0.724883939	0.74092787	0.691252332	0.705617656	0.610489358	0.707041731	0.780379	0.663187542	0.625849669	0.689306202	0.730033069	0.749264843	0.715166831	0.759399485	0.704167009	0.674794602	0.605224434	0.608823103	0.469560075	0.551964609
cg10395685	0.075651793	0.045836071	0.040489941	0.046304903	0.077664893	0.073777159	0.059382836	0.031567255	0.035934358	0.034007251	0.064827776	0.050999202	0.100374478	0.106873808	0.049608424	0.098762986	0.088147529	0.08204682	0.12677961	0.049913773	0.046365316	0.256174378	0.41345653	0.238778068	0.06103975	0.096881916	0.081126374	0.251954105	0.150263376	0.418652389	0.139424223	0.360461158	0.552832663	0.534047375
cg10409981	0.14212275	0.354263689	0.232802269	0.03016007	0.139027017	0.051722098	0.209767134	0.161196567	0.141421359	0.081111407	0.022374133	0.02500806	0.146109391	0.269084605	0.211874796	0.018639092	0.046805424	0.086819528	0.1768553	0.054253473	0.028866285	0.591115397	0.648882047	0.57692144	0.213706382	0.259245219	0.254648735	0.277975207	0.405266964	0.690065993	0.17625848	0.661142594	0.770542504	0.798298282
cg10417567	0.048899892	0.04851146	0.040208829	0.034190606	0.049761372	0.034812733	0.039281489	0.043727664	0.038305272	0.036643176	0.040223949	0.073009792	0.038177818	0.039811578	0.048701316	0.096791527	0.03976021	0.042758901	0.053617226	0.037319383	0.041485664	0.09923085	0.254373615	0.070400621	0.042644369	0.035109018	0.043980794	0.045237649	0.09703291	0.114735779	0.04206982	0.057899937	0.170562275	0.24817785
cg10420161	0.046810803	0.15653865	0.031639817	0.026715494	0.073682798	0.022449615	0.042906104	0.034905644	0.032726747	0.026053919	0.027828761	0.038153022	0.049887587	0.023818525	0.05024576	0.046391768	0.017178537	0.060772835	0.146845012	0.029469464	0.028722267	0.38682384	0.447518443	0.337953646	0.045644917	0.037932928	0.065170157	0.027036239	0.079125469	0.456948953	0.047209173	0.387632532	0.513153152	0.556321038
cg10437217	0.158788676	0.251877359	0.272988094	0.137002544	0.338308926	0.107625827	0.119566051	0.173251036	0.132942507	0.207299164	0.109079895	0.188099954	0.235700966	0.17772781	0.20666511	0.344073706	0.170686565	0.26842065	0.407682991	0.169848373	0.202842348	0.403175294	0.509696822	0.211784462	0.105688775	0.134422867	0.185471818	0.160997305	0.190910793	0.328559198	0.251645141	0.289931199	0.358433809	0.434427197
cg10440877	0.53755164	0.526688259	0.64155572	0.534363556	0.716695438	0.52752632	0.413296781	0.562475236	0.5437386	0.470660882	0.572180173	0.509167279	0.525369083	0.583388487	0.564693249	0.600630066	0.609814592	0.498643189	0.705221869	0.584931013	0.509174805	0.540180581	0.703974976	0.600756808	0.37252261	0.529434059	0.574675816	0.545861303	0.503215768	0.645148298	0.458805976	0.550321686	0.690470724	0.691506903
cg10442157	0.085818429	0.062343293	0.076397383	0.086340124	0.082444427	0.0821929	0.099431761	0.131827273	0.075352395	0.107628029	0.063124228	0.093777992	0.088707025	0.118745467	0.125751672	0.090820079	0.353290983	0.057578467	0.059726043	0.067937435	0.074071503	0.14726588	0.216932604	0.147973305	0.075280629	0.114709051	0.099980817	0.115922777	0.15312687	0.175223848	0.092034521	0.08547646	0.251973388	0.1909312
cg10449091	0.662453707	0.504845218	0.557718754	0.510694354	0.552958726	0.511867139	0.609239777	0.582758497	0.665702343	0.516091811	0.533160766	0.596108086	0.652869711	0.717373375	0.597733951	0.613487299	0.692379774	0.541791209	0.533232632	0.612752723	0.523561753	0.414761716	0.344469385	0.459299366	0.631866723	0.657174796	0.60729039	0.544985803	0.493936895	0.336453976	0.61080615	0.391503933	0.202161678	0.261653155
cg10453365	0.084320505	0.205297363	0.070260579	0.029688792	0.14874171	0.110028699	0.037268897	0.055283337	0.051416223	0.133103311	0.040914447	0.090055516	0.069386733	0.053527877	0.103441446	0.269081864	0.163225841	0.175459716	0.284660247	0.088630832	0.104229061	0.429559208	0.47069931	0.302303126	0.058843146	0.074053472	0.075267744	0.085796364	0.261994838	0.426145312	0.148062816	0.32365256	0.461962377	0.466586207
cg10457539	0.110932949	0.240726228	0.173865395	0.150911999	0.146018244	0.092475152	0.117496514	0.112145819	0.137441478	0.142204403	0.084733441	0.078955278	0.121492816	0.109131897	0.137805047	0.23361309	0.139378189	0.174552253	0.209163322	0.113943393	0.161092608	0.297428183	0.322995608	0.199102544	0.091951152	0.154667698	0.146411782	0.131874024	0.195230615	0.394502196	0.194055023	0.308183798	0.488815662	0.475742235
cg10458446	0.132237842	0.11346218	0.064282115	0.221325158	0.089289523	0.11372667	0.069766185	0.314634827	0.158814276	0.23306882	0.24392277	0.256515884	0.064453365	0.375659012	0.109188632	0.324112189	0.314919499	0.061753586	0.106926321	0.16204734	0.141807076	0.096405751	0.175171269	0.199956654	0.041185439	0.116301657	0.120556021	0.240821842	0.134655262	0.080867054	0.054041538	0.120754751	0.126743586	0.213489701
cg10461547	0.1331037	0.212662988	0.044360722	0.181844211	0.122756479	0.086147559	0.026159348	0.039621244	0.034132769	0.030903287	0.026774895	0.045364981	0.110891084	0.026673528	0.091366507	0.213819437	0.046129948	0.049009115	0.069223302	0.03434429	0.030795005	0.390591907	0.532293957	0.335912939	0.083223321	0.076065104	0.082555728	0.055388465	0.241574167	0.20082564	0.061553481	0.090680454	0.3606464	0.289240738
cg10471976	0.137598838	0.171261582	0.153001949	0.110634341	0.121809806	0.08866668	0.150732563	0.099308269	0.110668109	0.104765675	0.113494278	0.115188699	0.091353155	0.099177793	0.141046453	0.186780888	0.172102562	0.14196626	0.209113141	0.131339811	0.143487471	0.305944257	0.352339835	0.256167262	0.061088379	0.125872159	0.100324525	0.111544245	0.072846235	0.2668344	0.163866021	0.248446329	0.276108325	0.273205016
cg10498502	0.252197376	0.298323665	0.389286868	0.266355686	0.524504629	0.075109131	0.125412812	0.297086386	0.126400848	0.422275891	0.217267087	0.292848092	0.342251528	0.167579692	0.190745887	0.326679728	0.308056415	0.427159683	0.513086995	0.27046514	0.225308601	0.525636597	0.551648574	0.32331769	0.18291926	0.150225323	0.332648836	0.27814579	0.274510054	0.279513761	0.503568513	0.276437105	0.384686673	0.392752046
cg10502231	0.304523831	0.386189539	0.212696131	0.472872866	0.614416102	0.551387337	0.039653639	0.039022182	0.051134796	0.173589629	0.051937501	0.203631824	0.368654277	0.06828505	0.28996148	0.470303912	0.147509313	0.373626951	0.520025658	0.080035339	0.21773788	0.524230875	0.65308225	0.5015269	0.134197005	0.060184564	0.217616811	0.237535489	0.366194416	0.562959303	0.362191049	0.453231418	0.629425695	0.73802565
cg10505580	0.098839341	0.217284191	0.210051193	0.180599334	0.22747879	0.162688468	0.088372684	0.149357003	0.12563689	0.094469522	0.074544075	0.12524698	0.189553342	0.132946227	0.164153067	0.199219118	0.191168399	0.152953993	0.182424042	0.129915836	0.087340258	0.39286861	0.416492725	0.298421614	0.082025123	0.180648705	0.115739794	0.105191472	0.214406418	0.426812043	0.206657464	0.325909844	0.491642891	0.587576027
cg10506844	0.946728422	0.96280012	0.969250816	0.958524566	0.956094991	0.950455285	0.944494209	0.851708298	0.908895051	0.918870651	0.860936958	0.923924158	0.962472944	0.884853078	0.93731306	0.955529	0.835289419	0.96361256	0.953274767	0.947718701	0.937999746	0.959164679	0.941204919	0.943255225	0.961589044	0.949374437	0.942807959	0.95013619	0.940416942	0.97171629	0.971688701	0.952990559	0.958064938	0.957900459
cg10507482	0.09040353	0.135953237	0.060561254	0.050895681	0.142758715	0.048311851	0.076641541	0.081657572	0.058209211	0.049272355	0.053217813	0.079930775	0.093166156	0.056396646	0.122927439	0.104872521	0.094216657	0.091950707	0.217980094	0.047703366	0.059606916	0.373505719	0.540174487	0.206152108	0.100170988	0.050253483	0.093073383	0.082162267	0.165135488	0.49644936	0.175746928	0.390033711	0.658001481	0.624726161
cg10508317	0.08103812	0.146023388	0.125605867	0.059544144	0.112138773	0.066864912	0.119534481	0.07756919	0.118021631	0.112841786	0.092976322	0.099240114	0.122653091	0.134762129	0.122304079	0.096833894	0.105823008	0.12044579	0.080297785	0.086161896	0.069915791	0.273601847	0.358685797	0.157776523	0.090713045	0.108307951	0.09961292	0.093141364	0.243530154	0.239761958	0.099179702	0.272064003	0.311093132	0.386538353
cg10508993	0.065482372	0.138881298	0.017525915	0.011393683	0.020082456	0.016103889	0.012228268	0.011914039	0.012820857	0.015176788	0.011347478	0.011456421	0.024205242	0.011710915	0.018860622	0.01912021	0.013437586	0.051081019	0.044332408	0.02306204	0.015240136	0.355967018	0.438704212	0.265676767	0.028012386	0.097314885	0.056959482	0.013212083	0.270162082	0.413426746	0.075958613	0.344679565	0.470258573	0.461709703
cg10513852	0.085411434	0.101907003	0.089650508	0.186476933	0.166004625	0.079700401	0.104199248	0.185628659	0.114272693	0.154443712	0.238370495	0.24702354	0.274241073	0.516279652	0.257359413	0.399232481	0.552644778	0.420076703	0.360357849	0.374862129	0.493729721	0.445446724	0.608603728	0.360589692	0.165608522	0.154680899	0.225900172	0.138333751	0.269423629	0.430273669	0.132894354	0.345400663	0.605140753	0.55981558
cg10540679	0.811250699	0.835539385	0.80888983	0.932888861	0.835666124	0.840734124	0.850287882	0.865377404	0.87801541	0.805585447	0.809351901	0.776033639	0.892807762	0.8354163	0.894554079	0.737277293	0.701787683	0.862237152	0.868089219	0.894251845	0.859982378	0.874244462	0.877256993	0.846909484	0.905673137	0.880292829	0.869210026	0.846052661	0.830558996	0.867580109	0.865165466	0.877373275	0.882800903	0.850814502
cg10552523	0.326419809	0.377378371	0.344607783	0.527941793	0.326160149	0.586871387	0.705244884	0.49265278	0.55650792	0.41993312	0.477571303	0.489395662	0.270306629	0.446874365	0.503691883	0.677562363	0.576068613	0.35085975	0.340578262	0.55353732	0.578632169	0.427377198	0.593921916	0.557761305	0.412620439	0.523481989	0.415121692	0.414695485	0.422789964	0.654493105	0.310950454	0.542009945	0.669642116	0.628443807
cg10580293	0.093741441	0.108047979	0.040915135	0.024624942	0.06167713	0.029377427	0.099116164	0.054207729	0.0521796	0.049688713	0.030469274	0.055212118	0.200460025	0.248552069	0.322805902	0.064316203	0.043677635	0.031102321	0.045463103	0.017024339	0.028103353	0.418671139	0.536865125	0.478461866	0.101208996	0.060011376	0.102866709	0.189584302	0.205152216	0.415704118	0.124516753	0.327718158	0.52438055	0.492018569
cg10588962	0.147145647	0.233690046	0.252874961	0.103654286	0.422482415	0.088707803	0.076064803	0.418540922	0.18431858	0.301140148	0.320486196	0.351273738	0.230647129	0.223237515	0.157619055	0.245964043	0.583144648	0.333879729	0.500434586	0.223710146	0.231645518	0.36975725	0.54639745	0.272039709	0.058424838	0.092463508	0.180453165	0.21054246	0.137089669	0.463908453	0.383994535	0.277119477	0.59050513	0.711866016
cg10608596	0.147444218	0.260500789	0.190700329	0.062666744	0.214638137	0.073596759	0.048886736	0.035421314	0.073664898	0.112731916	0.095369435	0.184175082	0.166927712	0.131192004	0.133609874	0.154184744	0.036926491	0.159803486	0.31084361	0.04388359	0.089174055	0.499713279	0.534537388	0.305055345	0.138159011	0.087277119	0.127357287	0.063256743	0.212758309	0.466163065	0.170687963	0.443345844	0.568787367	0.572632282
cg10616974	0.049000346	0.09979588	0.088096365	0.133179629	0.051587443	0.094001621	0.106359519	0.145453881	0.159615193	0.12092467	0.10049119	0.100968145	0.034867083	0.196762021	0.06968864	0.129987306	0.252614506	0.053947407	0.052574492	0.083488054	0.072633807	0.121322215	0.22826168	0.166429533	0.043563817	0.125097959	0.099030591	0.103367113	0.186149701	0.364545321	0.055749447	0.292025111	0.502898219	0.505559808
cg10624914	0.769932926	0.772247681	0.86710241	0.810577605	0.782232927	0.79395096	0.802278742	0.741040725	0.799634513	0.734457875	0.733067409	0.799493938	0.79631776	0.829169867	0.75836906	0.734099344	0.759555842	0.813825636	0.799294035	0.817771294	0.752730092	0.608000756	0.606937029	0.664771133	0.831519058	0.775766982	0.813748846	0.709267422	0.682230345	0.631340589	0.776119282	0.645656789	0.48836903	0.517222785
cg10625533	0.146395853	0.14995131	0.110698116	0.243341714	0.161323946	0.206090417	0.145428443	0.08828993	0.138488713	0.116245514	0.066094154	0.08939269	0.095548698	0.105491727	0.126705963	0.243681322	0.106885944	0.081342437	0.154350017	0.073008657	0.075404615	0.375892871	0.390185853	0.257676608	0.092348679	0.125371227	0.123280737	0.158566435	0.256215278	0.422026374	0.19476785	0.348966055	0.527435216	0.506052727
cg10630155	0.077209689	0.116691727	0.033478592	0.201840155	0.038810208	0.060068006	0.029797008	0.199135072	0.050206071	0.073619815	0.16236532	0.06412237	0.033233943	0.171727166	0.062052771	0.068674792	0.215236735	0.056845378	0.068104081	0.098772246	0.022629348	0.276893817	0.401811836	0.221431882	0.030364938	0.03525617	0.076450538	0.144749198	0.208443394	0.365377049	0.102057795	0.337045523	0.493021092	0.504992556
cg10632395	0.217714071	0.237578205	0.222381009	0.411350689	0.387266794	0.394545578	0.08400889	0.166999457	0.202390672	0.320263957	0.290897849	0.255962699	0.204740537	0.128039686	0.161331174	0.379673626	0.178455811	0.202723149	0.186886111	0.197212303	0.143555997	0.340566542	0.468267192	0.264881003	0.160297685	0.192667	0.207947013	0.277826496	0.287114228	0.481856768	0.24152791	0.314871073	0.598962352	0.566645531
cg10645091	0.675265069	0.625171268	0.680422829	0.755985877	0.795448424	0.612184203	0.68393733	0.6806416	0.683429478	0.74893401	0.650143532	0.673921733	0.75077476	0.554304109	0.651392769	0.776187242	0.743366929	0.782482737	0.764849906	0.695896542	0.721076707	0.732112272	0.625778095	0.541939568	0.726909194	0.717434148	0.72016663	0.651386688	0.603270722	0.663433804	0.773774676	0.615446677	0.600508465	0.591997718
cg10660256	0.15332998	0.15019646	0.211026955	0.084245559	0.213624534	0.091799397	0.178137605	0.198486489	0.156305975	0.213779761	0.144717265	0.214615216	0.12527149	0.055087099	0.158216245	0.243769542	0.153526921	0.188243695	0.270621562	0.110520602	0.195034883	0.364365591	0.445539637	0.329058169	0.105694312	0.180824613	0.215872124	0.160202778	0.307821429	0.434193064	0.225439352	0.362278239	0.531549402	0.547564785
cg10664112	0.05217991	0.048581219	0.040038481	0.032315214	0.03494755	0.034080501	0.034673199	0.03325516	0.035019233	0.03349284	0.031036048	0.034705474	0.031587201	0.03316584	0.041687958	0.040200586	0.041893708	0.030477021	0.036367911	0.03011187	0.036424768	0.167306371	0.343633925	0.103800311	0.04001277	0.032774541	0.036532058	0.0387198	0.089121289	0.357728931	0.028770249	0.203828396	0.447594602	0.502112687
cg10664754	0.552419765	0.574112381	0.576667965	0.337767124	0.454735736	0.464441831	0.684938843	0.56729831	0.66943914	0.63016714	0.594502829	0.633847527	0.596132803	0.736622414	0.602822902	0.591871656	0.374352194	0.5088463	0.459702217	0.475773497	0.431062293	0.521517375	0.488574999	0.472391856	0.62976782	0.653870885	0.554146773	0.636840043	0.492759619	0.388662335	0.519025423	0.488233685	0.322245501	0.340412319
cg10665321	0.075463288	0.234248367	0.104063578	0.199175486	0.316751671	0.050353716	0.095848457	0.06919205	0.103126503	0.111177559	0.191969644	0.082706746	0.190594475	0.077025727	0.24539161	0.120441035	0.114502594	0.120597342	0.161973834	0.07451344	0.064176967	0.472932789	0.487734047	0.491678776	0.316520754	0.259584143	0.24159263	0.149221826	0.322995516	0.497931389	0.166261139	0.431804797	0.578559467	0.564639715
cg10673265	0.871602005	0.844708865	0.860803902	0.845909295	0.881802786	0.865982729	0.852305767	0.808841274	0.851091748	0.822402753	0.833653383	0.825476453	0.878331983	0.912590777	0.846469111	0.851431329	0.718438618	0.893879762	0.862747035	0.864050809	0.882085668	0.764849434	0.782494128	0.812410166	0.860237059	0.877257795	0.860973389	0.840993913	0.692161453	0.664800685	0.894649146	0.709405799	0.603274356	0.570099551
cg10696191	0.133253273	0.154962577	0.109985756	0.188294422	0.113086217	0.230745088	0.07549556	0.14383663	0.062203025	0.090542505	0.062023488	0.143574125	0.174230718	0.100196584	0.114367012	0.237337502	0.1970875	0.151270606	0.190764038	0.121916542	0.125341065	0.265702646	0.290803175	0.189206928	0.094841913	0.101794234	0.157213383	0.097506663	0.173626522	0.174824923	0.172626352	0.168387273	0.233207872	0.157710996
cg10705306	0.140524979	0.199700027	0.208605311	0.061815662	0.273793055	0.031517705	0.072055298	0.035958338	0.049393956	0.061909171	0.163190482	0.078333495	0.250112546	0.234757947	0.101844655	0.207532965	0.182962949	0.216151472	0.280812398	0.061916064	0.139766767	0.209316864	0.231301237	0.125950539	0.043619697	0.09732625	0.149044437	0.041038529	0.092073913	0.276896875	0.228508984	0.16129881	0.359238694	0.368612658
cg10713002	0.854538468	0.890172215	0.856471999	0.901292855	0.876557623	0.89731161	0.87660656	0.92639154	0.905509569	0.892714829	0.894583052	0.899829134	0.87046037	0.870354359	0.909825695	0.876450297	0.776225252	0.881646338	0.896594459	0.86753713	0.917675616	0.878141781	0.908917694	0.892522533	0.905822328	0.90947649	0.890811155	0.917044788	0.871039415	0.849820838	0.861805197	0.829498342	0.849059679	0.86087433
cg10715272	0.158732813	0.174900136	0.143472677	0.222479194	0.160789577	0.130318834	0.520514514	0.437478796	0.438045535	0.196449408	0.182242852	0.212649892	0.246067089	0.291285566	0.307053312	0.385278	0.323614485	0.332605778	0.314229606	0.323372754	0.338711886	0.428712227	0.509128476	0.449593634	0.173189286	0.2241305	0.255284801	0.262600809	0.297248299	0.341929117	0.140004846	0.268077263	0.431824408	0.435208902
cg10718809	0.529149429	0.428836351	0.568552999	0.368506269	0.603089776	0.315179655	0.410247645	0.472771194	0.525044583	0.512789412	0.465824719	0.414507804	0.403720427	0.441309557	0.419841016	0.460884095	0.53908924	0.474724546	0.65947621	0.433334295	0.393341724	0.486184203	0.685551588	0.520916165	0.151520801	0.321150089	0.534874257	0.415403244	0.425053753	0.597744442	0.461635184	0.468221246	0.659047317	0.616276681
cg10720545	0.351942543	0.357635032	0.389042708	0.486578088	0.447702403	0.432911413	0.567321185	0.492529277	0.503051248	0.510637611	0.516128325	0.544423878	0.441982182	0.507981515	0.40945106	0.370412849	0.349349183	0.325593255	0.289883767	0.349701427	0.283019318	0.422106371	0.412130576	0.519221202	0.468429494	0.502846921	0.450614413	0.411356648	0.355758963	0.327753488	0.437389422	0.285525727	0.181156262	0.189975956
cg10721782	0.095011007	0.125175517	0.146108628	0.116685725	0.134496392	0.065524097	0.083363961	0.042298861	0.077545598	0.057546049	0.058595288	0.068909901	0.085462081	0.043095747	0.136602214	0.142015387	0.077671899	0.15122596	0.175755954	0.131673296	0.118129517	0.300677131	0.448861863	0.272278749	0.042952874	0.094501483	0.096446099	0.049294993	0.171126714	0.409590396	0.135726272	0.383624743	0.509102757	0.499278127
